Query_number,Doc_number
201376,"('output_64287.txt', 0.5590892434120178)"
201376,"('output_462280.txt', 0.5484723448753357)"
201376,"('output_273856.txt', 0.5215398669242859)"
201376,"('output_93026.txt', 0.5159597396850586)"
201376,"('output_165805.txt', 0.5142083764076233)"
201376,"('output_183650.txt', 0.5105125308036804)"
201376,"('output_335633.txt', 0.4970974922180176)"
201376,"('output_479178.txt', 0.49550285935401917)"
54544,"('output_283611.txt', 0.7038532495498657)"
54544,"('output_36231.txt', 0.6920220851898193)"
54544,"('output_186720.txt', 0.6646665930747986)"
54544,"('output_293476.txt', 0.6585589647293091)"
54544,"('output_277314.txt', 0.6398004293441772)"
54544,"('output_311533.txt', 0.6372363567352295)"
54544,"('output_383106.txt', 0.6264688968658447)"
54544,"('output_341513.txt', 0.6213644742965698)"
54544,"('output_52880.txt', 0.6197821497917175)"
54544,"('output_481290.txt', 0.6147032976150513)"
118457,"('output_183462.txt', 0.6737971305847168)"
118457,"('output_1658.txt', 0.6068819165229797)"
118457,"('output_186197.txt', 0.6041621565818787)"
118457,"('output_17152.txt', 0.5918331146240234)"
118457,"('output_228019.txt', 0.4773108959197998)"
118457,"('output_304305.txt', 0.470981240272522)"
118457,"('output_275497.txt', 0.4492381513118744)"
118457,"('output_134944.txt', 0.40234488248825073)"
118457,"('output_171312.txt', 0.38229772448539734)"
118457,"('output_378331.txt', 0.3798941969871521)"
178627,"('output_27520.txt', 0.7575408816337585)"
178627,"('output_30831.txt', 0.7575408816337585)"
178627,"('output_367941.txt', 0.744107186794281)"
178627,"('output_144442.txt', 0.7165729999542236)"
178627,"('output_482176.txt', 0.6936187744140625)"
178627,"('output_460172.txt', 0.6914722323417664)"
178627,"('output_426760.txt', 0.678955614566803)"
178627,"('output_479139.txt', 0.6747807264328003)"
178627,"('output_100772.txt', 0.6739742159843445)"
178627,"('output_239947.txt', 0.6612589955329895)"
1101278,"('output_384219.txt', 0.7122739553451538)"
1101278,"('output_420548.txt', 0.6917040348052979)"
1101278,"('output_6739.txt', 0.6817035675048828)"
1101278,"('output_441777.txt', 0.6726070046424866)"
1101278,"('output_170327.txt', 0.6714881062507629)"
1101278,"('output_50419.txt', 0.6627298593521118)"
1101278,"('output_400344.txt', 0.6544539928436279)"
1101278,"('output_442178.txt', 0.6513364315032959)"
1101278,"('output_350335.txt', 0.6451833248138428)"
1101278,"('output_224504.txt', 0.6326306462287903)"
68095,"('output_58071.txt', 0.5750218033790588)"
68095,"('output_69825.txt', 0.5649479627609253)"
68095,"('output_117670.txt', 0.5631039142608643)"
68095,"('output_373931.txt', 0.5585652589797974)"
68095,"('output_217943.txt', 0.5558054447174072)"
68095,"('output_406577.txt', 0.5355594158172607)"
68095,"('output_472210.txt', 0.5335996150970459)"
68095,"('output_52121.txt', 0.533143937587738)"
68095,"('output_165388.txt', 0.5322179794311523)"
68095,"('output_380553.txt', 0.5313260555267334)"
87892,"('output_224024.txt', 0.6792566180229187)"
87892,"('output_176754.txt', 0.6686832904815674)"
87892,"('output_369910.txt', 0.5728116035461426)"
87892,"('output_482079.txt', 0.5425673723220825)"
87892,"('output_263638.txt', 0.5294786691665649)"
87892,"('output_420440.txt', 0.5277957916259766)"
87892,"('output_124468.txt', 0.5147773027420044)"
87892,"('output_317949.txt', 0.5060590505599976)"
87892,"('output_414780.txt', 0.5021885633468628)"
87892,"('output_118833.txt', 0.4932165741920471)"
257309,"('output_360137.txt', 0.6095635294914246)"
257309,"('output_292295.txt', 0.6081135869026184)"
257309,"('output_404045.txt', 0.5938079357147217)"
257309,"('output_420764.txt', 0.576167106628418)"
257309,"('output_464177.txt', 0.572226345539093)"
257309,"('output_89888.txt', 0.5609356164932251)"
257309,"('output_84916.txt', 0.5574970245361328)"
257309,"('output_28394.txt', 0.5376824140548706)"
257309,"('output_227058.txt', 0.5334146022796631)"
257309,"('output_428719.txt', 0.5334104299545288)"
1090242,"('output_500552.txt', 0.7291390895843506)"
1090242,"('output_175278.txt', 0.6828434467315674)"
1090242,"('output_340037.txt', 0.6666849851608276)"
1090242,"('output_253279.txt', 0.6466525197029114)"
1090242,"('output_143004.txt', 0.6422604322433472)"
1090242,"('output_378152.txt', 0.6303061246871948)"
1090242,"('output_193652.txt', 0.6274238228797913)"
1090242,"('output_84238.txt', 0.6186573505401611)"
1090242,"('output_401819.txt', 0.6141409277915955)"
1090242,"('output_177590.txt', 0.6117725968360901)"
211691,"('output_408817.txt', 0.6741645336151123)"
211691,"('output_380106.txt', 0.6738458275794983)"
211691,"('output_155184.txt', 0.6648268699645996)"
211691,"('output_335509.txt', 0.663554310798645)"
211691,"('output_417341.txt', 0.6609739661216736)"
211691,"('output_282878.txt', 0.6573649644851685)"
211691,"('output_420948.txt', 0.6489146947860718)"
211691,"('output_205201.txt', 0.6380972862243652)"
211691,"('output_349062.txt', 0.636035680770874)"
211691,"('output_486964.txt', 0.6352909803390503)"
165002,"('output_445822.txt', 0.706825315952301)"
165002,"('output_250117.txt', 0.6480193138122559)"
165002,"('output_345012.txt', 0.6119900345802307)"
165002,"('output_50962.txt', 0.5931121706962585)"
165002,"('output_180208.txt', 0.5814672708511353)"
165002,"('output_301396.txt', 0.5712710022926331)"
165002,"('output_331450.txt', 0.5572988986968994)"
165002,"('output_415837.txt', 0.5477645993232727)"
165002,"('output_196817.txt', 0.5315783023834229)"
165002,"('output_338675.txt', 0.5288412570953369)"
1101276,"('output_381863.txt', 0.7248102426528931)"
1101276,"('output_117515.txt', 0.6928289532661438)"
1101276,"('output_499368.txt', 0.6928289532661438)"
1101276,"('output_221686.txt', 0.6888967752456665)"
1101276,"('output_48256.txt', 0.6679574847221375)"
1101276,"('output_335336.txt', 0.6642512083053589)"
1101276,"('output_297420.txt', 0.6606246829032898)"
1101276,"('output_10714.txt', 0.6522435545921326)"
1101276,"('output_490013.txt', 0.6501468420028687)"
1101276,"('output_259855.txt', 0.6419109106063843)"
264827,"('output_481349.txt', 0.6940481662750244)"
264827,"('output_38130.txt', 0.6410014629364014)"
264827,"('output_256189.txt', 0.6331758499145508)"
264827,"('output_433503.txt', 0.6246269941329956)"
264827,"('output_144814.txt', 0.6139928102493286)"
264827,"('output_231158.txt', 0.6104851365089417)"
264827,"('output_6703.txt', 0.5875970125198364)"
264827,"('output_121113.txt', 0.5861266255378723)"
264827,"('output_341329.txt', 0.5723208785057068)"
264827,"('output_461166.txt', 0.5696380138397217)"
342285,"('output_489305.txt', 0.6890629529953003)"
342285,"('output_374100.txt', 0.6562178730964661)"
342285,"('output_132368.txt', 0.6524674892425537)"
342285,"('output_469162.txt', 0.6506710052490234)"
342285,"('output_71251.txt', 0.6391720771789551)"
342285,"('output_194964.txt', 0.6370965838432312)"
342285,"('output_17829.txt', 0.6355681419372559)"
342285,"('output_128165.txt', 0.6285731792449951)"
342285,"('output_430151.txt', 0.622306764125824)"
342285,"('output_449116.txt', 0.6178656220436096)"
372586,"('output_469774.txt', 0.7425580024719238)"
372586,"('output_200054.txt', 0.7222121953964233)"
372586,"('output_93074.txt', 0.7034636735916138)"
372586,"('output_296506.txt', 0.703007161617279)"
372586,"('output_152982.txt', 0.6865045428276062)"
372586,"('output_66462.txt', 0.671194851398468)"
372586,"('output_7677.txt', 0.6473489999771118)"
372586,"('output_198978.txt', 0.6390256881713867)"
372586,"('output_156221.txt', 0.6334963440895081)"
372586,"('output_358169.txt', 0.6331779956817627)"
89786,"('output_254236.txt', 0.5984615087509155)"
89786,"('output_368836.txt', 0.5120695233345032)"
89786,"('output_227672.txt', 0.4999846816062927)"
89786,"('output_396869.txt', 0.4952942728996277)"
89786,"('output_112918.txt', 0.4640052914619446)"
89786,"('output_475085.txt', 0.4512539207935333)"
89786,"('output_423341.txt', 0.44828930497169495)"
89786,"('output_351378.txt', 0.44490060210227966)"
89786,"('output_85092.txt', 0.44357243180274963)"
89786,"('output_170499.txt', 0.4405675530433655)"
118448,"('output_8051.txt', 0.6499993801116943)"
118448,"('output_52972.txt', 0.6496642827987671)"
118448,"('output_264951.txt', 0.6342401504516602)"
118448,"('output_141615.txt', 0.613099217414856)"
118448,"('output_350529.txt', 0.6126426458358765)"
118448,"('output_87059.txt', 0.6071975231170654)"
118448,"('output_444807.txt', 0.5915679335594177)"
118448,"('output_477009.txt', 0.5880330204963684)"
118448,"('output_430383.txt', 0.5806447863578796)"
118448,"('output_272792.txt', 0.573825478553772)"
92542,"('output_279521.txt', 0.6236024498939514)"
92542,"('output_436863.txt', 0.6211366653442383)"
92542,"('output_181071.txt', 0.6160665154457092)"
92542,"('output_495237.txt', 0.6003903746604919)"
92542,"('output_345761.txt', 0.5930964350700378)"
92542,"('output_286123.txt', 0.583648681640625)"
92542,"('output_5708.txt', 0.5791075229644775)"
92542,"('output_258556.txt', 0.5754529237747192)"
92542,"('output_253748.txt', 0.5702001452445984)"
92542,"('output_130422.txt', 0.5632205009460449)"
206117,"('output_406411.txt', 0.6120383739471436)"
206117,"('output_237439.txt', 0.5945321321487427)"
206117,"('output_216587.txt', 0.5752618312835693)"
206117,"('output_145899.txt', 0.562078595161438)"
206117,"('output_17903.txt', 0.5593256950378418)"
206117,"('output_454187.txt', 0.5580239295959473)"
206117,"('output_207357.txt', 0.5578439831733704)"
206117,"('output_301207.txt', 0.5519481897354126)"
206117,"('output_375210.txt', 0.5496705770492554)"
206117,"('output_99851.txt', 0.5489819049835205)"
141472,"('output_266847.txt', 0.6163163781166077)"
141472,"('output_464688.txt', 0.5751706957817078)"
141472,"('output_485411.txt', 0.411318302154541)"
141472,"('output_241321.txt', 0.4035986363887787)"
141472,"('output_459198.txt', 0.38877737522125244)"
141472,"('output_257098.txt', 0.3866007328033447)"
141472,"('output_74490.txt', 0.3847002685070038)"
141472,"('output_455220.txt', 0.3837599754333496)"
141472,"('output_231811.txt', 0.3664920926094055)"
141472,"('output_141268.txt', 0.3631036877632141)"
196232,"('output_230873.txt', 0.5348426103591919)"
196232,"('output_150110.txt', 0.466158390045166)"
196232,"('output_456311.txt', 0.4057753086090088)"
196232,"('output_4991.txt', 0.40471598505973816)"
196232,"('output_186502.txt', 0.40469905734062195)"
196232,"('output_276935.txt', 0.4032047986984253)"
196232,"('output_139798.txt', 0.40119531750679016)"
196232,"('output_20982.txt', 0.40027177333831787)"
196232,"('output_104957.txt', 0.39262154698371887)"
196232,"('output_47423.txt', 0.3878176510334015)"
352818,"('output_487604.txt', 0.683906078338623)"
352818,"('output_350102.txt', 0.6665728092193604)"
352818,"('output_285375.txt', 0.6503279209136963)"
352818,"('output_302669.txt', 0.6393678784370422)"
352818,"('output_177671.txt', 0.638012170791626)"
352818,"('output_368361.txt', 0.6214712858200073)"
352818,"('output_30385.txt', 0.6211107969284058)"
352818,"('output_410453.txt', 0.6128617525100708)"
352818,"('output_405652.txt', 0.607737123966217)"
352818,"('output_320167.txt', 0.6071149110794067)"
208145,"('output_273379.txt', 0.6282811164855957)"
208145,"('output_417435.txt', 0.5567265152931213)"
208145,"('output_190528.txt', 0.5291891694068909)"
208145,"('output_590.txt', 0.5271378755569458)"
208145,"('output_5681.txt', 0.5250513553619385)"
208145,"('output_494891.txt', 0.5238468647003174)"
208145,"('output_164759.txt', 0.5232190489768982)"
208145,"('output_46746.txt', 0.5171992182731628)"
208145,"('output_414483.txt', 0.5137169361114502)"
208145,"('output_391468.txt', 0.5093052983283997)"
79891,"('output_214001.txt', 0.7451924085617065)"
79891,"('output_127467.txt', 0.7185455560684204)"
79891,"('output_411511.txt', 0.6665257215499878)"
79891,"('output_394547.txt', 0.623909056186676)"
79891,"('output_390539.txt', 0.598264217376709)"
79891,"('output_322277.txt', 0.5796825289726257)"
79891,"('output_73484.txt', 0.5758135318756104)"
79891,"('output_179255.txt', 0.5717693567276001)"
79891,"('output_173319.txt', 0.5653330087661743)"
79891,"('output_108263.txt', 0.5470702648162842)"
208494,"('output_374359.txt', 0.4203689694404602)"
208494,"('output_484975.txt', 0.4035012722015381)"
208494,"('output_111379.txt', 0.3976559042930603)"
208494,"('output_296446.txt', 0.38151857256889343)"
208494,"('output_19596.txt', 0.37844961881637573)"
208494,"('output_255408.txt', 0.37731581926345825)"
208494,"('output_370482.txt', 0.37525683641433716)"
208494,"('output_396517.txt', 0.37525683641433716)"
208494,"('output_321638.txt', 0.3744560480117798)"
208494,"('output_309480.txt', 0.37324291467666626)"
319564,"('output_77011.txt', 0.7422537803649902)"
319564,"('output_392907.txt', 0.6018329858779907)"
319564,"('output_319150.txt', 0.5946732759475708)"
319564,"('output_112682.txt', 0.5911109447479248)"
319564,"('output_22733.txt', 0.5862017273902893)"
319564,"('output_84200.txt', 0.5781147480010986)"
319564,"('output_312272.txt', 0.5773693919181824)"
319564,"('output_394061.txt', 0.5757360458374023)"
319564,"('output_414866.txt', 0.5751500129699707)"
319564,"('output_471739.txt', 0.5728601217269897)"
155234,"('output_320321.txt', 0.684662401676178)"
155234,"('output_486666.txt', 0.6081361770629883)"
155234,"('output_411315.txt', 0.5648611187934875)"
155234,"('output_198431.txt', 0.5606577396392822)"
155234,"('output_136072.txt', 0.542853593826294)"
155234,"('output_209085.txt', 0.51258385181427)"
155234,"('output_85685.txt', 0.510844349861145)"
155234,"('output_406659.txt', 0.5057425498962402)"
155234,"('output_142073.txt', 0.4940583109855652)"
155234,"('output_111355.txt', 0.49212026596069336)"
14151,"('output_240617.txt', 0.6234469413757324)"
14151,"('output_77460.txt', 0.5877925157546997)"
14151,"('output_280325.txt', 0.5714520812034607)"
14151,"('output_47168.txt', 0.5607553720474243)"
14151,"('output_138524.txt', 0.5572229623794556)"
14151,"('output_473046.txt', 0.5154293775558472)"
14151,"('output_474941.txt', 0.5126623511314392)"
14151,"('output_436934.txt', 0.5096573829650879)"
14151,"('output_172310.txt', 0.4925891160964966)"
14151,"('output_95806.txt', 0.4911555051803589)"
67802,"('output_42861.txt', 0.795210599899292)"
67802,"('output_170424.txt', 0.7327561378479004)"
67802,"('output_329493.txt', 0.732580304145813)"
67802,"('output_259026.txt', 0.7108661532402039)"
67802,"('output_124094.txt', 0.7086710929870605)"
67802,"('output_61501.txt', 0.6938596963882446)"
67802,"('output_446429.txt', 0.6923274993896484)"
67802,"('output_87481.txt', 0.6906336545944214)"
67802,"('output_357913.txt', 0.6839972734451294)"
67802,"('output_207180.txt', 0.6819477677345276)"
1090184,"('output_422928.txt', 0.7933197021484375)"
1090184,"('output_147829.txt', 0.6709454655647278)"
1090184,"('output_78935.txt', 0.5119172930717468)"
1090184,"('output_80317.txt', 0.5090638399124146)"
1090184,"('output_273590.txt', 0.5085601210594177)"
1090184,"('output_284699.txt', 0.5044108629226685)"
1090184,"('output_228594.txt', 0.49299418926239014)"
1090184,"('output_223195.txt', 0.48837727308273315)"
1090184,"('output_319472.txt', 0.48722130060195923)"
1090184,"('output_462715.txt', 0.48429611325263977)"
323382,"('output_301535.txt', 0.7091127038002014)"
323382,"('output_244775.txt', 0.6965084075927734)"
323382,"('output_250816.txt', 0.6696979403495789)"
323382,"('output_462330.txt', 0.6618320345878601)"
323382,"('output_283678.txt', 0.6440373659133911)"
323382,"('output_397694.txt', 0.6434220671653748)"
323382,"('output_221411.txt', 0.6432898044586182)"
323382,"('output_281228.txt', 0.6419621706008911)"
323382,"('output_425353.txt', 0.6418944001197815)"
323382,"('output_167400.txt', 0.6413952112197876)"
323998,"('output_449472.txt', 0.7168970108032227)"
323998,"('output_277045.txt', 0.6716459393501282)"
323998,"('output_302666.txt', 0.670045018196106)"
323998,"('output_368506.txt', 0.6187772750854492)"
323998,"('output_330159.txt', 0.6178642511367798)"
323998,"('output_60634.txt', 0.6149613857269287)"
323998,"('output_251652.txt', 0.613197922706604)"
323998,"('output_260799.txt', 0.6121973991394043)"
323998,"('output_425085.txt', 0.6036421060562134)"
323998,"('output_214813.txt', 0.6026867628097534)"
289812,"('output_288332.txt', 0.6978133916854858)"
289812,"('output_225906.txt', 0.6776343584060669)"
289812,"('output_330657.txt', 0.6286430358886719)"
289812,"('output_129649.txt', 0.6279277801513672)"
289812,"('output_243594.txt', 0.6277891397476196)"
289812,"('output_370311.txt', 0.6232252717018127)"
289812,"('output_110195.txt', 0.6199963092803955)"
289812,"('output_305204.txt', 0.6175132393836975)"
289812,"('output_128429.txt', 0.6016473770141602)"
289812,"('output_488013.txt', 0.5953569412231445)"
333486,"('output_421399.txt', 0.6248992085456848)"
333486,"('output_494326.txt', 0.5916366577148438)"
333486,"('output_406009.txt', 0.5755500793457031)"
333486,"('output_161944.txt', 0.5675753951072693)"
333486,"('output_179409.txt', 0.5657200813293457)"
333486,"('output_27671.txt', 0.5527308583259583)"
333486,"('output_383852.txt', 0.549692690372467)"
333486,"('output_386521.txt', 0.5423963069915771)"
333486,"('output_191270.txt', 0.5401046276092529)"
333486,"('output_260215.txt', 0.5379866361618042)"
1090171,"('output_478788.txt', 0.726472020149231)"
1090171,"('output_75759.txt', 0.6523054242134094)"
1090171,"('output_368686.txt', 0.6517322063446045)"
1090171,"('output_410902.txt', 0.5994781255722046)"
1090171,"('output_137501.txt', 0.5393743515014648)"
1090171,"('output_26848.txt', 0.5321626663208008)"
1090171,"('output_7325.txt', 0.5263025760650635)"
1090171,"('output_332961.txt', 0.5160120725631714)"
1090171,"('output_481701.txt', 0.5082913637161255)"
1090171,"('output_254963.txt', 0.5052879452705383)"
73257,"('output_95927.txt', 0.6512688398361206)"
73257,"('output_358075.txt', 0.6444450616836548)"
73257,"('output_21484.txt', 0.6162588596343994)"
73257,"('output_81796.txt', 0.6143511533737183)"
73257,"('output_362181.txt', 0.6029430627822876)"
73257,"('output_289378.txt', 0.6023364067077637)"
73257,"('output_289563.txt', 0.601703405380249)"
73257,"('output_334659.txt', 0.5948513150215149)"
73257,"('output_19217.txt', 0.5912340879440308)"
73257,"('output_448949.txt', 0.5849975943565369)"
1090170,"('output_30135.txt', 0.6622674465179443)"
1090170,"('output_197014.txt', 0.5985687971115112)"
1090170,"('output_237253.txt', 0.5752773880958557)"
1090170,"('output_99098.txt', 0.5751441717147827)"
1090170,"('output_55825.txt', 0.56741863489151)"
1090170,"('output_421276.txt', 0.5647156834602356)"
1090170,"('output_155766.txt', 0.5626943111419678)"
1090170,"('output_246824.txt', 0.5426471829414368)"
1090170,"('output_308656.txt', 0.5358386635780334)"
1090170,"('output_80026.txt', 0.5354371070861816)"
127876,"('output_381622.txt', 0.6370589733123779)"
127876,"('output_37020.txt', 0.5785489082336426)"
127876,"('output_120478.txt', 0.5004482865333557)"
127876,"('output_361980.txt', 0.4957113564014435)"
127876,"('output_225485.txt', 0.47192370891571045)"
127876,"('output_9069.txt', 0.46411994099617004)"
127876,"('output_419070.txt', 0.46119022369384766)"
127876,"('output_62537.txt', 0.44160690903663635)"
127876,"('output_259321.txt', 0.44115716218948364)"
127876,"('output_407336.txt', 0.43888962268829346)"
1090165,"('output_425708.txt', 0.7638058662414551)"
1090165,"('output_212279.txt', 0.743166446685791)"
1090165,"('output_465050.txt', 0.7096211910247803)"
1090165,"('output_244028.txt', 0.6377694010734558)"
1090165,"('output_16428.txt', 0.6240436434745789)"
1090165,"('output_431034.txt', 0.5671975612640381)"
1090165,"('output_366345.txt', 0.5456006526947021)"
1090165,"('output_450362.txt', 0.5375917553901672)"
1090165,"('output_418934.txt', 0.5363095998764038)"
1090165,"('output_260768.txt', 0.5329609513282776)"
259417,"('output_486749.txt', 0.3933395743370056)"
259417,"('output_313553.txt', 0.3883374333381653)"
259417,"('output_481346.txt', 0.3822128176689148)"
259417,"('output_460481.txt', 0.3811807632446289)"
259417,"('output_388743.txt', 0.3802233338356018)"
259417,"('output_165816.txt', 0.37430882453918457)"
259417,"('output_157272.txt', 0.3729977011680603)"
259417,"('output_78885.txt', 0.3729977011680603)"
259417,"('output_55573.txt', 0.3707283139228821)"
259417,"('output_50819.txt', 0.3631427586078644)"
1101271,"('output_30852.txt', 0.5869226455688477)"
1101271,"('output_175625.txt', 0.5779687166213989)"
1101271,"('output_241375.txt', 0.5504864454269409)"
1101271,"('output_305492.txt', 0.5358087420463562)"
1101271,"('output_72311.txt', 0.5320427417755127)"
1101271,"('output_405467.txt', 0.5296085476875305)"
1101271,"('output_206502.txt', 0.5273157358169556)"
1101271,"('output_222731.txt', 0.5268263816833496)"
1101271,"('output_388003.txt', 0.5224438309669495)"
1101271,"('output_387174.txt', 0.5206740498542786)"
205107,"('output_30230.txt', 0.7579667568206787)"
205107,"('output_457336.txt', 0.6831656694412231)"
205107,"('output_423727.txt', 0.6800039410591125)"
205107,"('output_86059.txt', 0.6704447269439697)"
205107,"('output_176122.txt', 0.6470328569412231)"
205107,"('output_26646.txt', 0.617730438709259)"
205107,"('output_98823.txt', 0.6130596399307251)"
205107,"('output_11828.txt', 0.6033074855804443)"
205107,"('output_348382.txt', 0.5936642289161682)"
205107,"('output_270687.txt', 0.5636945962905884)"
307118,"('output_218741.txt', 0.6952298879623413)"
307118,"('output_409615.txt', 0.6665538549423218)"
307118,"('output_406171.txt', 0.6414670944213867)"
307118,"('output_188268.txt', 0.6340923309326172)"
307118,"('output_199663.txt', 0.6265326738357544)"
307118,"('output_251627.txt', 0.6250606775283813)"
307118,"('output_366150.txt', 0.6226102113723755)"
307118,"('output_386999.txt', 0.6190516948699951)"
307118,"('output_406921.txt', 0.5988810658454895)"
307118,"('output_283923.txt', 0.5957338809967041)"
335710,"('output_12012.txt', 0.5609114170074463)"
335710,"('output_119596.txt', 0.5082807540893555)"
335710,"('output_81423.txt', 0.5079416036605835)"
335710,"('output_426421.txt', 0.4739222228527069)"
335710,"('output_90044.txt', 0.45575493574142456)"
335710,"('output_108907.txt', 0.4407850205898285)"
335710,"('output_378401.txt', 0.440470814704895)"
335710,"('output_484492.txt', 0.4354589879512787)"
335710,"('output_81550.txt', 0.43076378107070923)"
335710,"('output_330084.txt', 0.43007296323776245)"
127984,"('output_311904.txt', 0.707349419593811)"
127984,"('output_113677.txt', 0.6258828639984131)"
127984,"('output_173699.txt', 0.5165084600448608)"
127984,"('output_226616.txt', 0.5109076499938965)"
127984,"('output_163756.txt', 0.5089434385299683)"
127984,"('output_32617.txt', 0.5087325572967529)"
127984,"('output_346094.txt', 0.5038748383522034)"
127984,"('output_225301.txt', 0.5038266777992249)"
127984,"('output_182734.txt', 0.4892199635505676)"
127984,"('output_83413.txt', 0.4884118437767029)"
1090151,"('output_328323.txt', 0.699419379234314)"
1090151,"('output_193697.txt', 0.5522781610488892)"
1090151,"('output_425607.txt', 0.5262068510055542)"
1090151,"('output_172954.txt', 0.4644000828266144)"
1090151,"('output_368642.txt', 0.4494861960411072)"
1090151,"('output_103763.txt', 0.4448566436767578)"
1090151,"('output_416380.txt', 0.4401649236679077)"
1090151,"('output_339104.txt', 0.41890817880630493)"
1090151,"('output_211868.txt', 0.37881559133529663)"
1090151,"('output_495875.txt', 0.3788004219532013)"
1090146,"('output_192682.txt', 0.6686278581619263)"
1090146,"('output_339783.txt', 0.6582380533218384)"
1090146,"('output_380507.txt', 0.6575449705123901)"
1090146,"('output_335291.txt', 0.6523597240447998)"
1090146,"('output_147673.txt', 0.6404988169670105)"
1090146,"('output_245571.txt', 0.637832760810852)"
1090146,"('output_160093.txt', 0.6291143894195557)"
1090146,"('output_363089.txt', 0.61989426612854)"
1090146,"('output_56279.txt', 0.6190651059150696)"
1090146,"('output_55245.txt', 0.6183293461799622)"
1090132,"('output_188284.txt', 0.6790362596511841)"
1090132,"('output_284870.txt', 0.6211318969726562)"
1090132,"('output_9069.txt', 0.527999997138977)"
1090132,"('output_417191.txt', 0.5276669859886169)"
1090132,"('output_386719.txt', 0.5156437158584595)"
1090132,"('output_236124.txt', 0.5145102739334106)"
1090132,"('output_332053.txt', 0.5096855163574219)"
1090132,"('output_252496.txt', 0.4963919520378113)"
1090132,"('output_62537.txt', 0.4815475046634674)"
1090132,"('output_446701.txt', 0.47859784960746765)"
1090115,"('output_14414.txt', 0.6122490167617798)"
1090115,"('output_216059.txt', 0.5922081470489502)"
1090115,"('output_482606.txt', 0.5553274750709534)"
1090115,"('output_191972.txt', 0.525122880935669)"
1090115,"('output_279805.txt', 0.5029796361923218)"
1090115,"('output_143565.txt', 0.49794939160346985)"
1090115,"('output_107646.txt', 0.4820881187915802)"
1090115,"('output_193703.txt', 0.477750301361084)"
1090115,"('output_117047.txt', 0.47050654888153076)"
1090115,"('output_256270.txt', 0.46807798743247986)"
1090110,"('output_249962.txt', 0.6617519855499268)"
1090110,"('output_113419.txt', 0.5908464193344116)"
1090110,"('output_112755.txt', 0.5783165693283081)"
1090110,"('output_295384.txt', 0.5599946975708008)"
1090110,"('output_398321.txt', 0.5535662770271301)"
1090110,"('output_283110.txt', 0.5421265363693237)"
1090110,"('output_337717.txt', 0.533110499382019)"
1090110,"('output_483767.txt', 0.5274543762207031)"
1090110,"('output_426409.txt', 0.5266922116279602)"
1090110,"('output_216116.txt', 0.5254596471786499)"
1090107,"('output_470581.txt', 0.7089405655860901)"
1090107,"('output_268293.txt', 0.6827566623687744)"
1090107,"('output_44167.txt', 0.6721123456954956)"
1090107,"('output_402885.txt', 0.6690130233764648)"
1090107,"('output_193717.txt', 0.664054811000824)"
1090107,"('output_418697.txt', 0.6619008779525757)"
1090107,"('output_498456.txt', 0.6577280163764954)"
1090107,"('output_428791.txt', 0.6542310118675232)"
1090107,"('output_143849.txt', 0.6522535085678101)"
1090107,"('output_158542.txt', 0.6522535085678101)"
1090086,"('output_106718.txt', 0.5773158073425293)"
1090086,"('output_351223.txt', 0.5626243352890015)"
1090086,"('output_70162.txt', 0.5608659386634827)"
1090086,"('output_115099.txt', 0.5543355941772461)"
