Query_number,Doc_number
58,output_314087.txt
58,output_201226.txt
58,output_154839.txt
58,output_116357.txt
58,output_487910.txt
58,output_409750.txt
58,output_107678.txt
58,output_29243.txt
58,output_403868.txt
59,output_399519.txt
59,output_71134.txt
59,output_338364.txt
59,output_336385.txt
59,output_310755.txt
59,output_281674.txt
59,output_247292.txt
59,output_77110.txt
59,output_323471.txt
59,output_179049.txt
60,output_457549.txt
60,output_280980.txt
60,output_4136.txt
60,output_125593.txt
60,output_27437.txt
60,output_229677.txt
60,output_202192.txt
60,output_135149.txt
60,output_141349.txt
60,output_257081.txt
61,output_215155.txt
61,output_21768.txt
61,output_112372.txt
61,output_217836.txt
61,output_304486.txt
61,output_202274.txt
61,output_363217.txt
61,output_237034.txt
61,output_346158.txt
61,output_254016.txt
62,output_40744.txt
62,output_289702.txt
62,output_99303.txt
62,output_121581.txt
62,output_315789.txt
62,output_29034.txt
62,output_228792.txt
62,output_105103.txt
62,output_61501.txt
62,output_266852.txt
63,output_304514.txt
63,output_62034.txt
63,output_283146.txt
63,output_79115.txt
63,output_479472.txt
63,output_291123.txt
63,output_355378.txt
63,output_135521.txt
63,output_38215.txt
63,output_282003.txt
64,output_378520.txt
64,output_164348.txt
64,output_105741.txt
64,output_278735.txt
64,output_273456.txt
64,output_139856.txt
64,output_202162.txt
64,output_387355.txt
64,output_344797.txt
64,output_326601.txt
65,output_150109.txt
65,output_467648.txt
65,output_430298.txt
65,output_171466.txt
65,output_356400.txt
65,output_60870.txt
65,output_145452.txt
65,output_362084.txt
65,output_446805.txt
65,output_106402.txt
66,output_229986.txt
66,output_340017.txt
66,output_19962.txt
66,output_60047.txt
66,output_352396.txt
66,output_200099.txt
66,output_107216.txt
66,output_429598.txt
66,output_171553.txt
66,output_359809.txt
67,output_181326.txt
67,output_423386.txt
67,output_269782.txt
67,output_23288.txt
67,output_363830.txt
67,output_360971.txt
67,output_368345.txt
67,output_483750.txt
67,output_24985.txt
67,output_200178.txt
68,output_281908.txt
68,output_353217.txt
68,output_379148.txt
68,output_225456.txt
68,output_226126.txt
68,output_166403.txt
68,output_498095.txt
68,output_406295.txt
68,output_484385.txt
68,output_1.txt
69,output_13547.txt
69,output_219696.txt
69,output_223255.txt
69,output_454234.txt
69,output_243481.txt
69,output_486155.txt
69,output_309524.txt
69,output_23806.txt
69,output_251874.txt
69,output_399960.txt
70,output_414753.txt
70,output_17055.txt
70,output_28845.txt
70,output_359721.txt
70,output_272897.txt
70,output_455175.txt
70,output_102922.txt
70,output_252596.txt
70,output_273929.txt
70,output_52083.txt
71,output_359090.txt
71,output_81615.txt
71,output_32712.txt
71,output_30433.txt
71,output_318914.txt
71,output_27829.txt
71,output_198152.txt
71,output_1104.txt
71,output_286882.txt
71,output_95861.txt
72,output_127893.txt
72,output_338381.txt
72,output_253271.txt
72,output_78449.txt
72,output_394659.txt
72,output_133114.txt
72,output_63207.txt
72,output_382245.txt
72,output_381117.txt
72,output_301683.txt
73,output_154618.txt
73,output_368870.txt
73,output_176274.txt
73,output_254629.txt
73,output_108032.txt
73,output_267712.txt
73,output_433194.txt
73,output_281791.txt
73,output_285578.txt
73,output_496844.txt
74,output_433295.txt
74,output_481339.txt
74,output_346579.txt
74,output_37060.txt
74,output_122153.txt
74,output_241194.txt
74,output_285247.txt
74,output_327532.txt
74,output_432000.txt
74,output_286154.txt
75,output_233063.txt
75,output_165398.txt
75,output_244177.txt
75,output_470268.txt
75,output_87249.txt
75,output_198872.txt
75,output_488401.txt
75,output_109610.txt
75,output_261978.txt
75,output_144735.txt
76,output_429577.txt
76,output_263644.txt
76,output_206477.txt
76,output_269432.txt
76,output_440570.txt
76,output_259577.txt
76,output_485901.txt
76,output_108471.txt
76,output_175473.txt
76,output_160225.txt
77,output_134499.txt
77,output_157199.txt
77,output_355742.txt
77,output_117516.txt
77,output_433801.txt
77,output_486517.txt
77,output_53761.txt
77,output_370258.txt
77,output_69385.txt
77,output_213091.txt
78,output_137927.txt
78,output_36506.txt
78,output_461689.txt
78,output_58962.txt
78,output_485757.txt
78,output_431653.txt
78,output_470020.txt
78,output_280976.txt
78,output_265587.txt
78,output_29048.txt
79,output_435146.txt
79,output_89739.txt
79,output_308674.txt
79,output_215507.txt
79,output_162905.txt
79,output_370981.txt
79,output_492715.txt
79,output_273762.txt
79,output_381599.txt
79,output_274705.txt
80,output_143272.txt
80,output_414531.txt
80,output_330619.txt
80,output_82080.txt
80,output_312154.txt
80,output_44503.txt
80,output_262540.txt
80,output_349213.txt
80,output_307384.txt
80,output_181442.txt
81,output_251639.txt
81,output_468979.txt
81,output_101966.txt
81,output_129265.txt
81,output_182637.txt
81,output_394911.txt
81,output_134913.txt
81,output_218661.txt
81,output_283855.txt
81,output_496335.txt
82,output_175323.txt
82,output_228353.txt
82,output_16782.txt
82,output_431058.txt
82,output_245800.txt
82,output_173095.txt
82,output_295983.txt
82,output_432221.txt
82,output_781.txt
82,output_142635.txt
83,output_191643.txt
83,output_236335.txt
83,output_58669.txt
83,output_349740.txt
83,output_443275.txt
83,output_30105.txt
83,output_76068.txt
83,output_456873.txt
83,output_249076.txt
83,output_429671.txt
84,output_157815.txt
84,output_414081.txt
84,output_303629.txt
84,output_184730.txt
84,output_41103.txt
84,output_293168.txt
84,output_84244.txt
84,output_437127.txt
84,output_218586.txt
84,output_192843.txt
85,output_326786.txt
85,output_412816.txt
85,output_326562.txt
85,output_141894.txt
85,output_43083.txt
85,output_246991.txt
85,output_133394.txt
85,output_281556.txt
85,output_77981.txt
85,output_153881.txt
86,output_390721.txt
86,output_305295.txt
86,output_403560.txt
86,output_16000.txt
86,output_398083.txt
86,output_489959.txt
86,output_209788.txt
86,output_378989.txt
86,output_273061.txt
86,output_260765.txt
87,output_370520.txt
87,output_242584.txt
87,output_116387.txt
87,output_454234.txt
87,output_401242.txt
87,output_153291.txt
87,output_263501.txt
87,output_281166.txt
87,output_177832.txt
87,output_490011.txt
88,output_203340.txt
88,output_32924.txt
88,output_80004.txt
88,output_189537.txt
88,output_107259.txt
88,output_432877.txt
88,output_475510.txt
88,output_390939.txt
88,output_11039.txt
88,output_278427.txt
89,output_32041.txt
89,output_54860.txt
89,output_284713.txt
89,output_467127.txt
89,output_46204.txt
89,output_72780.txt
89,output_369095.txt
89,output_397365.txt
89,output_250857.txt
89,output_327582.txt
90,output_387263.txt
90,output_401144.txt
90,output_169851.txt
90,output_313396.txt
90,output_45279.txt
90,output_472200.txt
90,output_402959.txt
90,output_475770.txt
90,output_125288.txt
90,output_430912.txt
91,output_283512.txt
91,output_317361.txt
91,output_229701.txt
91,output_171688.txt
91,output_221857.txt
91,output_371485.txt
91,output_304565.txt
91,output_425939.txt
91,output_115656.txt
91,output_453413.txt
92,output_282528.txt
92,output_403678.txt
92,output_225136.txt
92,output_278791.txt
92,output_291326.txt
92,output_466872.txt
92,output_190686.txt
92,output_361575.txt
92,output_206080.txt
92,output_463700.txt
93,output_78555.txt
93,output_89935.txt
93,output_336103.txt
93,output_29557.txt
93,output_239671.txt
93,output_137871.txt
93,output_449715.txt
93,output_381238.txt
93,output_252764.txt
93,output_37679.txt
94,output_24804.txt
94,output_404541.txt
94,output_315371.txt
94,output_442822.txt
94,output_395958.txt
94,output_348125.txt
94,output_135237.txt
94,output_239406.txt
94,output_448858.txt
94,output_316045.txt
95,output_439980.txt
95,output_280775.txt
95,output_284161.txt
95,output_423134.txt
95,output_74174.txt
95,output_37151.txt
95,output_104960.txt
95,output_275630.txt
95,output_309654.txt
95,output_91978.txt
96,output_264329.txt
96,output_264607.txt
96,output_362764.txt
96,output_396039.txt
96,output_83312.txt
96,output_41025.txt
96,output_327910.txt
96,output_274257.txt
96,output_162916.txt
96,output_409041.txt
97,output_23790.txt
97,output_367836.txt
97,output_391037.txt
97,output_267076.txt
97,output_310688.txt
97,output_112233.txt
97,output_345458.txt
97,output_115576.txt
97,output_428484.txt
97,output_63924.txt
98,output_375884.txt
98,output_376537.txt
98,output_24612.txt
98,output_330996.txt
98,output_222340.txt
98,output_216128.txt
98,output_50668.txt
98,output_185679.txt
98,output_142585.txt
98,output_378731.txt
99,output_60378.txt
99,output_415430.txt
99,output_186258.txt
99,output_177508.txt
99,output_501453.txt
99,output_284702.txt
99,output_330581.txt
99,output_439980.txt
99,output_287145.txt
99,output_405954.txt
100,output_435662.txt
100,output_482376.txt
100,output_410506.txt
100,output_191164.txt
100,output_120215.txt
100,output_341557.txt
100,output_437675.txt
100,output_66092.txt
100,output_489059.txt
100,output_435260.txt
101,output_43761.txt
101,output_66983.txt
101,output_100749.txt
101,output_354773.txt
101,output_435198.txt
101,output_49026.txt
101,output_487727.txt
101,output_278729.txt
101,output_104474.txt
101,output_371592.txt
102,output_324475.txt
102,output_330851.txt
102,output_87122.txt
102,output_345227.txt
102,output_344218.txt
102,output_216437.txt
102,output_480036.txt
102,output_138073.txt
102,output_429347.txt
102,output_392077.txt
103,output_125270.txt
103,output_67747.txt
103,output_299372.txt
103,output_495160.txt
103,output_176930.txt
103,output_101461.txt
103,output_260305.txt
103,output_111502.txt
103,output_225660.txt
103,output_239620.txt
104,output_164832.txt
104,output_428332.txt
104,output_154782.txt
104,output_224994.txt
104,output_211705.txt
104,output_89151.txt
104,output_420496.txt
104,output_474646.txt
104,output_236869.txt
104,output_96210.txt
105,output_15830.txt
105,output_18345.txt
105,output_308797.txt
105,output_492645.txt
105,output_68220.txt
105,output_249980.txt
105,output_325863.txt
105,output_460763.txt
105,output_473114.txt
105,output_492374.txt
106,output_237605.txt
106,output_210787.txt
106,output_315302.txt
106,output_20782.txt
106,output_302539.txt
106,output_19548.txt
106,output_224890.txt
106,output_278514.txt
106,output_220355.txt
106,output_170210.txt
107,output_406031.txt
107,output_157418.txt
107,output_341981.txt
107,output_212120.txt
107,output_368961.txt
107,output_173432.txt
107,output_402395.txt
107,output_177464.txt
107,output_299473.txt
107,output_243831.txt
108,output_496597.txt
108,output_290590.txt
108,output_23574.txt
108,output_246481.txt
108,output_478613.txt
108,output_286830.txt
108,output_206233.txt
108,output_117168.txt
108,output_426070.txt
108,output_337162.txt
109,output_244646.txt
109,output_234693.txt
109,output_188730.txt
109,output_138615.txt
109,output_271414.txt
109,output_220239.txt
109,output_320782.txt
109,output_414569.txt
109,output_358540.txt
109,output_164254.txt
110,output_326283.txt
110,output_405337.txt
110,output_13632.txt
110,output_68042.txt
110,output_174254.txt
110,output_184978.txt
110,output_245958.txt
110,output_77636.txt
110,output_440752.txt
110,output_321523.txt
111,output_196126.txt
111,output_267440.txt
111,output_98038.txt
111,output_348929.txt
111,output_201616.txt
111,output_276957.txt
111,output_333417.txt
111,output_148884.txt
111,output_121248.txt
111,output_99540.txt
112,output_392813.txt
112,output_211547.txt
112,output_254597.txt
112,output_105647.txt
112,output_104151.txt
112,output_283769.txt
112,output_498126.txt
112,output_281372.txt
112,output_101599.txt
112,output_102399.txt
113,output_238839.txt
113,output_151463.txt
113,output_148986.txt
113,output_317964.txt
113,output_432207.txt
113,output_301397.txt
113,output_427334.txt
113,output_101835.txt
113,output_26917.txt
113,output_149271.txt
114,output_279204.txt
114,output_415981.txt
114,output_90911.txt
114,output_122329.txt
114,output_465296.txt
114,output_112856.txt
114,output_387928.txt
114,output_181618.txt
114,output_456624.txt
114,output_307325.txt
115,output_334723.txt
115,output_76776.txt
115,output_251828.txt
115,output_479136.txt
115,output_350851.txt
115,output_189027.txt
115,output_16090.txt
115,output_20282.txt
115,output_16250.txt
115,output_276942.txt
116,output_232203.txt
116,output_117153.txt
116,output_333060.txt
116,output_56381.txt
116,output_151712.txt
116,output_110460.txt
116,output_368202.txt
116,output_150907.txt
116,output_100744.txt
116,output_205321.txt
117,output_490256.txt
117,output_463612.txt
117,output_447479.txt
117,output_458030.txt
117,output_26562.txt
117,output_308784.txt
117,output_49059.txt
117,output_381117.txt
117,output_25620.txt
117,output_162607.txt
118,output_194803.txt
118,output_489339.txt
118,output_278590.txt
118,output_23153.txt
118,output_406039.txt
118,output_477031.txt
118,output_337509.txt
118,output_360004.txt
118,output_376926.txt
118,output_124519.txt
119,output_337380.txt
119,output_482601.txt
119,output_112801.txt
119,output_189516.txt
119,output_356460.txt
119,output_211769.txt
119,output_76448.txt
119,output_269698.txt
119,output_166331.txt
119,output_89972.txt
120,output_117139.txt
120,output_419435.txt
120,output_479700.txt
120,output_201978.txt
120,output_132211.txt
120,output_171260.txt
120,output_317441.txt
120,output_396707.txt
120,output_96591.txt
120,output_344218.txt
121,output_424337.txt
121,output_100595.txt
121,output_437550.txt
121,output_351837.txt
121,output_230076.txt
121,output_425911.txt
121,output_53830.txt
121,output_252900.txt
121,output_444600.txt
121,output_313643.txt
122,output_316472.txt
122,output_341061.txt
122,output_390717.txt
122,output_203048.txt
122,output_179257.txt
122,output_168522.txt
122,output_115211.txt
122,output_208284.txt
122,output_173498.txt
122,output_397406.txt
123,output_248582.txt
123,output_41382.txt
123,output_307665.txt
123,output_95838.txt
123,output_283325.txt
123,output_43439.txt
123,output_221633.txt
123,output_266670.txt
123,output_91901.txt
123,output_222167.txt
124,output_292659.txt
124,output_86708.txt
124,output_91792.txt
124,output_301490.txt
124,output_417148.txt
124,output_80782.txt
124,output_379079.txt
124,output_127695.txt
124,output_299006.txt
124,output_74434.txt
125,output_150419.txt
125,output_291696.txt
125,output_86790.txt
125,output_184573.txt
125,output_147374.txt
125,output_106580.txt
125,output_145123.txt
125,output_267224.txt
125,output_358682.txt
125,output_229178.txt
126,output_62336.txt
126,output_321877.txt
126,output_450298.txt
126,output_187882.txt
126,output_159432.txt
126,output_420723.txt
126,output_276798.txt
126,output_206494.txt
126,output_186006.txt
126,output_284960.txt
127,output_270699.txt
127,output_394466.txt
127,output_430763.txt
127,output_100236.txt
127,output_247585.txt
127,output_219522.txt
127,output_226012.txt
127,output_352537.txt
127,output_368341.txt
127,output_136926.txt
128,output_489226.txt
128,output_31444.txt
128,output_418058.txt
128,output_436899.txt
128,output_388008.txt
128,output_318232.txt
128,output_480153.txt
128,output_19358.txt
128,output_440811.txt
128,output_439010.txt
129,output_439353.txt
129,output_419893.txt
129,output_129374.txt
129,output_210218.txt
129,output_376647.txt
129,output_51930.txt
129,output_146776.txt
129,output_395361.txt
129,output_435194.txt
129,output_262016.txt
130,output_463583.txt
130,output_152168.txt
130,output_401605.txt
130,output_407491.txt
130,output_231740.txt
130,output_8433.txt
130,output_145948.txt
130,output_316079.txt
130,output_349967.txt
130,output_106296.txt
131,output_456271.txt
131,output_454639.txt
131,output_91870.txt
131,output_347348.txt
131,output_253117.txt
131,output_410926.txt
131,output_78151.txt
131,output_95693.txt
131,output_265196.txt
131,output_4431.txt
132,output_210486.txt
132,output_197317.txt
132,output_480294.txt
132,output_493638.txt
132,output_452876.txt
132,output_193224.txt
132,output_444693.txt
132,output_178209.txt
132,output_296798.txt
132,output_118631.txt
133,output_291818.txt
133,output_57991.txt
133,output_269976.txt
133,output_142602.txt
133,output_270096.txt
133,output_338319.txt
133,output_316920.txt
133,output_184632.txt
133,output_173301.txt
133,output_8831.txt
134,output_283776.txt
134,output_2717.txt
134,output_309176.txt
134,output_232959.txt
134,output_376780.txt
134,output_28927.txt
134,output_75087.txt
134,output_118890.txt
134,output_226345.txt
134,output_486337.txt
135,output_136285.txt
135,output_34479.txt
135,output_199144.txt
135,output_300572.txt
135,output_416726.txt
135,output_372560.txt
135,output_258006.txt
135,output_466993.txt
135,output_275377.txt
135,output_64438.txt
136,output_227188.txt
136,output_58825.txt
136,output_133253.txt
136,output_333435.txt
136,output_405858.txt
136,output_411787.txt
136,output_483471.txt
136,output_12835.txt
136,output_334.txt
136,output_149275.txt
137,output_106261.txt
137,output_261859.txt
137,output_437270.txt
137,output_396721.txt
137,output_389251.txt
137,output_10313.txt
137,output_146241.txt
137,output_235126.txt
137,output_254990.txt
137,output_186953.txt
138,output_80637.txt
138,output_320005.txt
138,output_295543.txt
138,output_247221.txt
138,output_356840.txt
138,output_387581.txt
138,output_501659.txt
138,output_303256.txt
138,output_394564.txt
138,output_273221.txt
139,output_3581.txt
139,output_363075.txt
139,output_392003.txt
139,output_490657.txt
139,output_440446.txt
139,output_309524.txt
139,output_358526.txt
139,output_307867.txt
139,output_462644.txt
139,output_247518.txt
140,output_204885.txt
140,output_456392.txt
140,output_374108.txt
140,output_245470.txt
140,output_287987.txt
140,output_73759.txt
140,output_218744.txt
140,output_120377.txt
