Query Number,Doc ID
1029058,1005
1029058,1261
1029058,281
1029058,766
1029058,329
1029058,1169
1029058,887
1029058,533
1099805,650
1099805,672
1099805,1497
1099805,1216
1099805,1194
1099805,331
1099805,163
1099805,837
1099805,975
1099805,1262
1024069,1156
1024069,220
1024069,281
1024069,265
1024069,845
1024069,816
1024069,15
1024069,1024
1024069,880
1024069,1447
1022907,220
1022907,998
1022907,281
1022907,791
1022907,476
1022907,1356
1022907,1507
1022907,803
1022907,38
1022907,510
1020724,839
1020724,879
1020724,538
1020724,201
1020724,209
1020724,112
1020724,759
1020724,1065
1020724,581
1020724,1291
1019262,1509
1019262,1376
1019262,1480
1019262,825
1019262,117
1019262,12
1019262,1303
1019262,840
1019262,599
1019262,51
1018032,969
1018032,386
1018032,233
1018032,147
1018032,1074
1018032,850
1018032,890
1018032,730
1018032,275
1018032,1482
1009724,807
1009724,286
1009724,519
1009724,579
1009724,1154
1009724,1542
1009724,917
1009724,120
1009724,1481
1009724,1031
1003351,791
1003351,776
1003351,220
1003351,984
1003351,1419
1003351,666
1003351,367
1003351,1156
1003351,332
1003351,1116
998646,1386
998646,1149
998646,242
998646,1533
998646,1162
998646,672
998646,1363
998646,1017
998646,1306
998646,1336
996414,748
996414,763
996414,1167
996414,1054
996414,75
996414,543
996414,1227
996414,465
996414,320
996414,1192
994397,1261
994397,333
994397,970
994397,1053
994397,812
994397,999
994397,652
994397,220
994397,673
994397,533
1099217,517
1099217,353
1099217,998
1099217,880
1099217,1283
1099217,994
1099217,1374
1099217,1361
1099217,831
1099217,881
993320,601
993320,942
993320,906
993320,595
993320,1356
993320,164
993320,966
993320,633
993320,743
993320,287
993178,470
993178,957
993178,1365
993178,15
993178,791
993178,208
993178,1394
993178,458
993178,16
993178,673
992946,466
992946,407
992946,749
992946,1121
992946,548
992946,482
992946,538
992946,776
992946,1248
992946,744
992840,1417
992840,1274
992840,1259
992840,1372
992840,1110
992840,1260
992840,433
992840,1012
992840,270
992840,1233
992677,226
992677,1156
992677,1044
992677,1354
992677,482
992677,1412
992677,1127
992677,54
992677,1492
992677,680
992257,1230
992257,152
992257,997
992257,1331
992257,532
992257,1173
992257,725
992257,1321
992257,79
992257,73
990841,1458
990841,1060
990841,683
990841,1185
990841,1054
990841,1046
990841,538
990841,963
990841,1070
990841,933
986068,1238
986068,888
986068,942
986068,613
986068,1008
986068,906
986068,676
986068,165
986068,637
986068,47
985431,1076
985431,1281
985431,1135
985431,100
985431,1280
985431,11
985431,1469
985431,951
985431,1440
985431,322
985173,291
985173,127
985173,764
985173,441
985173,870
985173,751
985173,593
985173,153
985173,172
985173,999
129837,148
129837,741
129837,1144
129837,810
129837,1260
129837,966
129837,578
129837,1220
129837,1012
129837,110
81993,1263
81993,1392
81993,191
81993,1191
81993,1350
81993,280
81993,635
81993,1473
81993,453
81993,249
181394,348
181394,50
181394,1127
181394,1513
181394,1260
181394,699
181394,400
181394,653
181394,496
181394,1274
244821,1409
244821,1280
244821,1166
244821,303
244821,305
244821,1408
244821,168
244821,213
244821,1334
244821,1474
80590,1390
80590,1231
80590,1163
80590,175
80590,1213
80590,1498
80590,1223
80590,1435
80590,621
80590,1412
1098698,1409
1098698,1280
1098698,1492
1098698,1068
1098698,831
1098698,197
1098698,278
1098698,1008
1098698,409
1098698,25
172787,1409
172787,988
172787,65
172787,383
172787,1148
172787,168
172787,553
172787,702
172787,78
172787,1164
234998,113
234998,1151
234998,609
234998,1353
234998,1174
234998,1191
234998,1534
234998,1287
234998,1465
234998,1038
305361,1231
305361,1390
305361,197
305361,995
305361,871
305361,883
305361,1375
305361,510
305361,935
305361,175
208339,1137
208339,154
208339,551
208339,433
208339,229
208339,681
208339,1356
208339,925
208339,1101
208339,849
305333,1231
305333,1390
305333,995
305333,229
305333,197
305333,489
305333,1444
305333,1056
305333,871
305333,883
278863,1130
278863,834
278863,559
278863,175
278863,1140
278863,854
278863,1538
278863,47
278863,990
278863,705
209651,1153
209651,1401
209651,1538
209651,1016
209651,1509
209651,1166
209651,785
209651,918
209651,1211
209651,61
1098338,51
1098338,418
1098338,989
1098338,685
1098338,543
1098338,1356
1098338,175
1098338,474
1098338,167
1098338,936
85954,1358
85954,1394
85954,869
85954,650
85954,1547
85954,193
85954,1411
85954,1402
85954,754
85954,79
1102028,1338
1102028,701
1102028,176
1102028,531
1102028,1533
1102028,391
1102028,676
1102028,960
1102028,903
1102028,717
190212,599
190212,709
190212,938
190212,790
190212,1131
190212,892
190212,652
190212,829
190212,840
190212,239
259128,644
259128,892
259128,51
259128,926
259128,1052
259128,1409
259128,418
259128,705
259128,175
259128,1085
137411,407
137411,466
137411,1248
137411,595
137411,384
137411,1012
137411,510
137411,776
137411,1274
137411,1110
324645,140
324645,81
324645,717
324645,823
324645,283
324645,618
324645,891
324645,489
324645,1022
324645,1105
76770,200
76770,538
76770,942
76770,466
76770,749
76770,1101
76770,1085
76770,910
76770,1002
76770,1425
234165,427
234165,1409
234165,517
234165,150
234165,227
234165,1361
234165,1137
234165,76
234165,1368
234165,492
326509,923
326509,825
326509,1376
326509,141
326509,1480
326509,812
326509,117
326509,623
326509,802
326509,296
236427,304
236427,46
236427,19
236427,649
236427,609
236427,989
236427,401
236427,302
236427,1060
236427,1082
46095,886
46095,977
46095,221
46095,3
46095,677
46095,833
46095,207
46095,172
46095,838
46095,1228
196596,482
196596,1354
196596,90
196596,556
196596,1419
196596,212
196596,680
196596,332
196596,560
196596,1002
1097469,802
1097469,550
1097469,968
1097469,1131
1097469,923
1097469,875
1097469,804
1097469,1376
1097469,989
1097469,790
406576,1459
406576,600
406576,716
406576,650
406576,421
406576,548
406576,994
406576,1343
406576,1233
406576,1174
463373,799
463373,1291
463373,381
463373,1471
463373,1257
463373,122
463373,1431
463373,504
463373,823
463373,259
577813,259
577813,895
577813,1048
577813,976
577813,1127
577813,905
577813,1126
577813,272
577813,120
577813,862
569674,291
569674,127
569674,1083
569674,1492
569674,141
569674,150
569674,949
569674,1362
569674,870
569674,879
669979,444
669979,657
669979,763
669979,120
669979,118
669979,210
669979,536
669979,349
669979,260
669979,1491
648877,1323
648877,881
648877,1361
648877,1052
648877,197
648877,196
648877,302
648877,40
648877,118
648877,210
528760,561
528760,614
528760,1241
528760,519
528760,286
528760,1154
528760,202
528760,1060
528760,597
528760,452
709936,1429
709936,56
709936,275
709936,1534
709936,641
709936,1317
709936,1480
709936,286
709936,159
709936,202
523952,1012
523952,797
523952,958
523952,449
523952,120
523952,860
523952,863
523952,899
523952,1107
523952,71
1097118,56
1097118,418
1097118,1024
1097118,223
1097118,971
1097118,1118
1097118,304
1097118,644
1097118,477
1097118,1114
261098,353
261098,1385
261098,1283
261098,1409
261098,881
261098,652
261098,566
261098,638
261098,951
261098,542
1096998,559
1096998,1283
1096998,252
1096998,1458
1096998,175
1096998,1073
1096998,1310
1096998,1121
1096998,801
1096998,1212
454258,718
454258,161
454258,405
454258,821
454258,1246
454258,1103
454258,1384
454258,1267
454258,1178
454258,580
554511,1312
554511,48
554511,348
554511,504
554511,1175
554511,612
554511,1021
554511,61
554511,966
554511,176
1096787,1411
1096787,1466
1096787,278
1096787,1276
1096787,469
1096787,1249
1096787,710
1096787,39
1096787,1180
1096787,64
415165,408
415165,948
415165,1472
415165,1054
415165,1540
415165,527
415165,1451
415165,1167
415165,701
415165,801
626232,1323
626232,76
626232,881
626232,197
626232,196
626232,1405
626232,1524
626232,440
626232,1030
626232,970
484551,771
484551,730
484551,696
484551,12
484551,990
484551,1249
484551,1274
484551,1110
484551,758
484551,1012
660534,517
660534,829
660534,1024
660534,1131
660534,963
660534,304
660534,1361
660534,989
660534,673
660534,813
399617,1401
399617,788
399617,741
399617,562
399617,105
399617,323
399617,951
399617,1097
399617,182
399617,340
453705,294
453705,1347
453705,423
453705,260
453705,134
453705,920
453705,1367
453705,536
453705,99
453705,60
282214,1411
282214,1249
282214,891
282214,222
282214,586
282214,1440
282214,132
282214,989
282214,1497
282214,1194
749955,800
749955,993
749955,382
749955,1407
749955,240
749955,729
749955,1242
749955,941
749955,726
749955,745
506985,1489
506985,251
506985,1528
506985,84
506985,1233
506985,16
506985,608
506985,621
506985,1213
506985,1534
662436,1276
662436,1109
662436,13
662436,501
662436,1161
662436,704
662436,423
662436,535
662436,1028
662436,1097
652556,729
652556,122
652556,1136
652556,1012
652556,803
652556,1247
652556,883
652556,99
652556,212
652556,1361
697780,1187
697780,1025
697780,997
697780,140
697780,1482
697780,1177
697780,883
697780,765
697780,9
697780,879
478295,1054
478295,1151
478295,366
478295,622
478295,728
478295,40
478295,1220
478295,580
478295,275
478295,832
463635,470
463635,251
463635,1489
463635,760
463635,281
463635,1169
463635,1290
463635,1131
463635,608
463635,826
758901,1007
758901,1550
758901,220
758901,865
758901,771
758901,99
758901,45
758901,1347
758901,883
758901,360
77424,1124
77424,344
77424,1425
77424,380
77424,1502
77424,263
77424,1263
77424,385
77424,356
77424,1222
1095955,117
1095955,623
1095955,1066
1095955,1422
1095955,108
1095955,1396
1095955,330
1095955,1024
1095955,1080
1095955,1090
481297,1375
481297,638
481297,827
481297,78
481297,1554
481297,1537
481297,1159
481297,417
481297,446
481297,288
525534,1189
525534,989
525534,1480
525534,769
525534,321
525534,21
525534,1456
525534,900
525534,1300
525534,1368
1095807,227
1095807,504
1095807,87
1095807,1517
1095807,81
1095807,1097
1095807,381
1095807,1516
1095807,871
1095807,162
733510,621
733510,46
733510,1545
733510,1356
733510,896
733510,1365
733510,401
733510,229
733510,84
733510,1223
508855,991
508855,328
508855,1068
508855,1544
508855,1491
508855,1365
508855,1163
508855,1108
508855,535
508855,193
108037,1375
108037,1069
108037,1319
108037,258
108037,877
108037,746
108037,1121
108037,1541
108037,986
108037,871
575146,476
575146,998
575146,791
575146,19
575146,220
575146,46
575146,803
575146,198
575146,332
575146,281
1095654,81
1095654,104
1095654,681
1095654,523
1095654,918
1095654,1467
1095654,11
1095654,1098
1095654,175
1095654,87
524447,1326
524447,138
524447,581
524447,532
524447,251
524447,1492
524447,281
524447,1534
524447,1506
524447,845
658372,365
658372,941
658372,1079
658372,455
658372,1467
658372,410
658372,728
658372,252
658372,9
658372,1493
581801,887
581801,1192
581801,533
581801,138
581801,989
581801,910
581801,1169
581801,1101
581801,957
581801,476
744092,573
744092,1438
744092,209
744092,239
744092,813
744092,38
744092,1192
744092,1100
744092,1489
744092,1092
415815,1517
415815,927
415815,1145
415815,959
415815,881
415815,821
415815,1497
415815,1284
415815,1516
415815,52
754113,382
754113,673
754113,242
754113,790
754113,800
754113,970
754113,538
754113,1215
754113,1142
754113,48
701663,955
701663,220
701663,865
701663,771
701663,99
701663,45
701663,1347
701663,883
701663,360
701663,533
2235,1054
2235,1114
2235,405
2235,1103
2235,270
2235,308
2235,1440
2235,782
2235,1519
2235,853
274175,234
274175,1352
274175,1277
274175,126
274175,295
274175,1482
274175,1541
274175,668
274175,662
274175,298
1094996,716
1094996,207
1094996,677
1094996,871
1094996,1479
1094996,233
1094996,360
1094996,1159
1094996,1413
1094996,215
391125,1296
391125,139
391125,397
391125,696
391125,577
391125,999
391125,1178
391125,1410
391125,1473
391125,1266
752700,509
752700,1038
752700,851
752700,1459
752700,1040
752700,260
752700,913
752700,935
752700,388
752700,812
580450,697
580450,986
580450,1550
580450,1315
580450,1154
580450,1388
580450,854
580450,358
580450,201
580450,11
661076,1131
661076,1165
661076,790
661076,56
661076,923
661076,652
661076,989
661076,1405
661076,475
661076,812
722352,203
722352,681
722352,1110
722352,1446
722352,913
722352,967
722352,1289
722352,839
722352,441
722352,1521
138266,339
138266,448
138266,461
138266,799
138266,622
138266,758
138266,954
138266,637
138266,798
138266,983
559009,421
559009,220
559009,865
559009,771
559009,99
559009,45
559009,1347
559009,883
559009,360
559009,533
528117,857
528117,544
528117,983
528117,1100
528117,560
528117,829
528117,1188
528117,186
528117,1489
528117,82
689700,237
689700,1356
689700,88
689700,599
689700,984
689700,817
689700,418
689700,160
689700,880
689700,593
549135,1447
549135,1024
549135,37
549135,994
549135,840
549135,1282
549135,1342
549135,1326
549135,1302
549135,1189
633635,1024
633635,15
633635,605
633635,1101
633635,918
633635,1070
633635,523
633635,382
633635,1328
633635,281
639545,1444
639545,390
639545,883
639545,256
639545,1366
639545,118
639545,197
639545,99
639545,634
639545,745
453851,326
453851,433
453851,1499
453851,1012
453851,1460
453851,921
453851,1180
453851,327
453851,1000
453851,301
1094605,466
1094605,595
1094605,558
1094605,614
1094605,680
1094605,487
1094605,1464
1094605,1261
1094605,675
1094605,1495
1094578,1375
1094578,1554
1094578,297
1094578,194
1094578,215
1094578,488
1094578,519
1094578,471
1094578,827
1094578,992
6791,535
6791,1347
6791,536
6791,240
6791,1382
6791,1049
6791,701
6791,543
6791,118
6791,210
473935,1091
473935,823
473935,987
473935,1431
473935,22
473935,730
473935,646
473935,1012
473935,1488
473935,17
563995,70
563995,1299
563995,222
563995,432
563995,949
563995,1216
563995,915
563995,1063
563995,925
563995,988
1101670,180
1101670,112
1101670,636
1101670,25
1101670,748
1101670,1179
1101670,1472
1101670,1456
1101670,990
1101670,1164
21948,953
21948,317
21948,1349
21948,1156
21948,1309
21948,1215
21948,1255
21948,17
21948,474
21948,468
138223,1274
138223,1110
138223,758
138223,1012
138223,1050
138223,199
138223,958
138223,1295
138223,823
138223,890
563771,1393
563771,1542
563771,452
563771,242
563771,23
563771,985
563771,1449
563771,126
563771,959
563771,663
473394,935
473394,767
473394,1363
473394,851
473394,1256
473394,339
473394,1346
473394,699
473394,352
473394,4
1093926,531
1093926,823
1093926,1305
1093926,488
1093926,1448
1093926,1533
1093926,960
1093926,903
1093926,1199
1093926,1338
605648,1034
605648,748
605648,63
605648,483
605648,276
605648,1186
605648,1127
605648,1518
605648,1114
605648,112
982481,707
982481,1456
982481,261
982481,572
982481,1513
982481,570
982481,1501
982481,1172
982481,109
982481,966
939473,40
939473,1357
939473,768
939473,147
939473,1173
939473,718
939473,801
939473,728
939473,641
939473,1469
853057,164
853057,668
853057,1007
853057,1318
853057,1470
853057,492
853057,1156
853057,368
853057,220
853057,250
29612,1481
29612,676
29612,449
29612,899
29612,631
29612,863
29612,376
29612,654
29612,253
29612,712
1093698,621
1093698,1169
1093698,610
1093698,880
1093698,60
1093698,1213
1093698,1163
1093698,76
1093698,644
1093698,511
942221,873
942221,785
942221,1544
942221,1472
942221,728
942221,85
942221,1283
942221,567
942221,1546
942221,762
913509,1156
913509,829
913509,1405
913509,1447
913509,1395
913509,790
913509,15
913509,510
913509,1244
913509,281
230725,1086
230725,393
230725,493
230725,1470
230725,547
230725,1533
230725,759
230725,1434
230725,724
230725,1330
1093552,1485
1093552,1276
1093552,342
1093552,360
1093552,1102
1093552,988
1093552,1358
1093552,454
1093552,176
1093552,754
899869,910
899869,138
899869,630
899869,517
899869,816
899869,812
899869,790
899869,1309
899869,880
899869,538
1093349,810
1093349,1260
1093349,1110
1093349,1525
1093349,1220
1093349,1012
1093349,110
1093349,1053
1093349,239
1093349,654
804103,719
804103,1518
804103,1221
804103,1167
804103,725
804103,1488
804103,492
804103,365
804103,1347
804103,1298
813675,21
813675,205
813675,1540
813675,348
813675,1499
813675,868
813675,1176
813675,690
813675,817
813675,1426
1093238,207
1093238,1247
1093238,688
1093238,721
1093238,829
1093238,1078
1093238,1334
1093238,523
1093238,1180
1093238,311
891082,138
891082,910
891082,1192
891082,989
891082,887
891082,538
891082,1169
891082,487
891082,533
891082,866
321918,1524
321918,670
321918,1516
321918,721
321918,478
321918,409
321918,1231
321918,201
321918,729
321918,175
983438,1143
983438,1456
983438,261
983438,572
983438,1513
983438,570
983438,1501
983438,1172
983438,109
983438,966
109647,1375
109647,1159
109647,1537
109647,1463
109647,437
109647,1069
109647,519
109647,900
109647,1056
109647,301
1046952,839
1046952,1062
1046952,1026
1046952,318
1046952,1100
1046952,62
1046952,821
1046952,984
1046952,123
1046952,647
872347,204
872347,672
872347,27
872347,1027
872347,546
872347,210
872347,1032
872347,1497
872347,669
872347,383
788702,978
788702,1392
788702,124
788702,1277
788702,220
788702,865
788702,771
788702,99
788702,45
788702,1347
803599,1440
803599,671
803599,274
803599,821
803599,852
803599,578
803599,1378
803599,853
803599,79
803599,885
362016,1270
362016,849
362016,952
362016,876
362016,1243
362016,1478
362016,625
362016,1342
362016,1523
362016,762
841521,310
841521,510
841521,498
841521,429
841521,37
841521,968
841521,953
841521,812
841521,1005
841521,918
958311,748
958311,456
958311,646
958311,66
958311,806
958311,916
958311,465
958311,190
958311,805
958311,180
1092978,282
1092978,1118
1092978,587
1092978,1467
1092978,198
1092978,1347
1092978,423
1092978,260
1092978,134
1092978,920
1037104,1407
1037104,431
1037104,320
1037104,817
1037104,1292
1037104,222
1037104,1406
1037104,197
1037104,111
1037104,714
920717,455
920717,1382
920717,76
920717,880
920717,562
920717,1250
920717,589
920717,621
920717,1174
920717,9
810324,1405
810324,567
810324,38
810324,796
810324,1186
810324,332
810324,1356
810324,880
810324,649
810324,790
1037826,180
1037826,1528
1037826,1331
1037826,87
1037826,1306
1037826,282
1037826,222
1037826,647
1037826,747
1037826,1185
1092822,1029
1092822,281
1092822,16
1092822,1053
1092822,880
1092822,251
1092822,621
1092822,1240
1092822,239
1092822,641
839137,175
839137,174
839137,969
839137,690
839137,342
839137,637
839137,436
839137,273
839137,1476
839137,1501
930483,917
930483,1374
930483,524
930483,1485
930483,511
930483,106
930483,779
930483,1245
930483,1018
930483,102
929046,1332
929046,935
929046,983
929046,1461
929046,868
929046,1509
929046,1545
929046,1085
929046,1042
929046,1482
111377,1378
111377,1062
111377,974
111377,1358
111377,992
111377,405
111377,852
111377,799
111377,206
111377,1539
1092715,433
1092715,1012
1092715,1460
1092715,921
1092715,1180
1092715,327
1092715,1227
1092715,9
1092715,920
1092715,1274
897789,40
897789,1357
897789,768
897789,147
897789,1173
897789,401
897789,646
897789,1182
897789,489
897789,153
1026372,1033
1026372,581
1026372,718
1026372,1130
1026372,244
1026372,834
1026372,112
1026372,255
1026372,1140
1026372,1148
1092474,152
1092474,455
1092474,827
1092474,621
1092474,235
1092474,389
1092474,584
1092474,423
1092474,1375
1092474,1250
914707,138
914707,972
914707,581
914707,887
914707,220
914707,544
914707,1084
914707,590
914707,345
914707,99
370316,1066
370316,117
370316,1509
370316,197
370316,1288
370316,812
370316,790
370316,1052
370316,303
370316,429
1092416,1347
1092416,423
1092416,260
1092416,134
1092416,920
1092416,1367
1092416,536
1092416,99
1092416,60
1092416,657
255633,1437
255633,943
255633,926
255633,883
255633,1409
255633,112
255633,618
255633,25
255633,1049
255633,469
1092327,1233
1092327,1504
1092327,1075
1092327,1444
1092327,1425
1092327,1540
1092327,1534
1092327,233
1092327,15
1092327,1169
872632,27
872632,1288
872632,669
872632,1184
872632,546
872632,140
872632,367
872632,1259
872632,536
872632,240
1092237,790
1092237,1492
1092237,800
1092237,812
1092237,599
1092237,880
1092237,673
1092237,892
1092237,924
1092237,1039
902919,304
902919,634
902919,1002
902919,1084
902919,669
902919,46
902919,19
902919,401
902919,1493
902919,1060
1092203,193
1092203,867
1092203,832
1092203,1006
1092203,654
1092203,1003
1092203,266
1092203,1026
1092203,1305
1092203,1186
917536,164
917536,1007
917536,1318
917536,668
917536,1156
917536,809
917536,360
917536,666
917536,219
917536,1308
820899,570
820899,1450
820899,854
820899,297
820899,1198
820899,676
820899,1012
820899,440
820899,1088
820899,1151
1042399,190
1042399,1451
1042399,801
1042399,395
1042399,714
1042399,629
1042399,948
1042399,719
1042399,264
1042399,916
813899,1272
813899,504
813899,1161
813899,650
813899,381
813899,605
813899,1517
813899,488
813899,48
813899,87
906126,140
906126,1269
906126,361
906126,1009
906126,1184
906126,367
906126,1006
906126,334
906126,405
906126,293
1006987,1440
1006987,671
1006987,1031
1006987,1221
1006987,1341
1006987,1351
1006987,702
1006987,1465
1006987,1080
1006987,812
982348,488
982348,299
982348,894
982348,351
982348,674
982348,340
982348,387
982348,1456
982348,261
982348,572
1091643,1478
1091643,1344
1091643,1349
1091643,1243
1091643,625
1091643,1373
1091643,1320
1091643,379
1091643,250
1091643,279
770604,788
770604,318
770604,784
770604,489
770604,31
770604,927
770604,48
770604,832
770604,439
770604,319
834848,1199
834848,738
834848,910
834848,887
834848,1192
834848,541
834848,138
834848,69
834848,151
834848,1506
1091522,640
1091522,955
1091522,68
1091522,791
1091522,1067
1091522,1321
1091522,1310
1091522,1358
1091522,1403
1091522,703
765583,256
765583,1162
765583,1160
765583,317
765583,1479
765583,503
765583,900
765583,547
765583,1080
765583,1554
860542,155
860542,288
860542,1186
860542,1050
860542,220
860542,700
860542,904
860542,729
860542,666
860542,581
804687,157
804687,1186
804687,1172
804687,1332
804687,1117
804687,295
804687,622
804687,174
804687,692
804687,585
970830,510
970830,332
970830,571
970830,300
970830,1405
970830,1051
970830,507
970830,1070
970830,1060
970830,1196
909176,621
909176,1265
909176,293
909176,15
909176,880
909176,1554
909176,1489
909176,1100
909176,1137
909176,641
872655,204
872655,672
872655,27
872655,546
872655,1027
872655,1497
872655,943
872655,1032
872655,1288
872655,1204
1021679,1506
1021679,138
1021679,994
1021679,1192
1021679,910
1021679,1366
1021679,333
1021679,887
1021679,1244
1021679,476
25036,845
25036,281
25036,1438
25036,998
25036,1544
25036,434
25036,1005
25036,482
25036,1070
25036,1464
286915,137
286915,41
286915,202
286915,740
286915,555
286915,1411
286915,1450
286915,509
286915,234
286915,1324
786477,821
786477,69
786477,457
786477,817
786477,674
786477,14
786477,1227
786477,1161
786477,745
786477,988
1025895,1046
1025895,1306
1025895,702
1025895,130
1025895,171
1025895,873
1025895,180
1025895,655
1025895,1415
1025895,714
1078752,76
1078752,621
1078752,149
1078752,1169
1078752,610
1078752,880
1078752,60
1078752,1213
1078752,1163
1078752,644
938359,719
938359,27
938359,1518
938359,365
938359,1167
938359,165
938359,725
938359,1221
938359,728
938359,1194
1090624,954
1090624,1310
1090624,596
1090624,1148
1090624,567
1090624,957
1090624,934
1090624,718
1090624,640
1090624,935
42555,1228
42555,1264
42555,1062
42555,1026
42555,1039
42555,1055
42555,949
42555,1489
42555,822
42555,405
79763,1479
79763,429
79763,1151
79763,608
79763,780
79763,1146
79763,1166
79763,1534
79763,1467
79763,477
1101296,953
1101296,123
1101296,590
1101296,47
1101296,468
1101296,1473
1101296,184
1101296,993
1101296,1263
1101296,1309
1090458,32
1090458,1274
1090458,1110
1090458,758
1090458,1012
1090458,1050
1090458,199
1090458,958
1090458,1295
1090458,823
129491,118
129491,896
129491,617
129491,591
129491,1204
129491,239
129491,1012
129491,1323
129491,810
129491,1482
57258,994
57258,845
57258,76
57258,610
57258,251
57258,239
57258,790
57258,1438
57258,880
57258,1093
1090399,138
